Sanskrit,Without Sandhi,Multipule Morphology,Morph in Context,Samaasa structural analysis,Samaasa vigraha,Kaaraka relation,Category,Hindi Meaning,English Meaning,Derivational Meaning,Sandhi rules,Meter: Guru-Laghu
प्राञ्जलयः,प्राञ्जलयो,प्राञ्जलि{पुं}{1;बहु}/प्राञ्जलि{पुं}{8;बहु},प्राञ्जलि{पुं}{1;बहु},-,-,क्रियाविशेषणम् 9,-,हाथ_जोड़े_(आपके_नाम_और_गुणों_का),the_Visvedevas,18.32.K-,-,LL
गृणन्ति,गृणन्ति,गृणत्{नपुं}{1;बहु}/गृणत्{नपुं}{2;बहु}/गृणत्{नपुं}{8;बहु}/गॄ2{कर्तरि;लट्;प्र;बहु;परस्मैपदी;गॄ;क्र्यादिः}/गृणन्ती{स्त्री}{8;एक},गॄ{कर्तरि;लट्;प्र;बहु;परस्मैपदी;गॄ;क्र्यादिः},-,-,-,-,उच्चारण_करते_हैं,the_Asvini-kumaras,-,-,G
महत्-ऋषि-सिद्ध-सङ्घाः,महर्षिसिद्धसङ्घाः,महत्-ऋषि-सिद्ध-सङ्घ{पुं}{1;बहु}/सङ्घ{पुं}{8;बहु},महद्-ऋषि-सिद्ध-सङ्घ{पुं}{1;बहु},<<<महत्-ऋषि>K1-सिद्ध>Di-सङ्घाः>T6,"महान् सः ऋषिः च = महर्षिः, महर्षिः च सिद्धः च = महर्षिसिद्धौ, महर्षिसिद्धानां सङ्घः = महर्षिसिद्धसङ्घः ते महर्षिसिद्धसङ्घाः",कर्ता 17,-,महर्षि_और_सिद्धों_के_समुदाय,and,-,-,GGL
स्वस्ति,स्वस्तीत्युक्त्वा,स्वस्ति{अव्य},स्वस्ति{अव्य},-,-,प्रतियोगी 12,-,कल्याण_हो,the_Maruts,-,18.36.L-,LG
इति,-,इति{अव्य},इति{अव्य},-,-,अनुयोगी 13,-,ऐसा,and,-,-,LGL
उक्त्वा,-,वच्1{कृत्_प्रत्ययः:क्त्वा;वचँ;अदादिः},वच्{कृत्_प्रत्ययः:क्त्वा;वचँ;अदादिः},-,-,पूर्वकालः 17,-,कहकर,the_forefathers,-,-,GG
त्वाम्,त्वां,युष्मद्{2;एक},युष्मद्{2;एक},-,-,कर्म 17,-,आपकी,and,-,यण्-सन्धिः (इको यणचि (6।1।77)),L
पुष्कलाभिः,पुष्कलाभिः,पुष्कला{स्त्री}{3;बहु},पुष्कला{स्त्री}{3;बहु},-,-,विशेषणम् 16,-,उत्तम-उत्तम,assemblies_of_the_Gandharvas_the_Yaksas_the_demons_and_the_perfected_demigods,-,-,LGG
स्तुतिभिः,स्तुतिभिः,स्तुति{स्त्री}{3;बहु},स्तुति{स्त्री}{3;बहु},-,-,करणम् 17,-,स्तोत्रों_द्वारा,are,-,-,LLLGGG
स्तुवन्ति,स्तुवन्ति,स्तुवत्{नपुं}{1;बहु}/स्तुवत्{नपुं}{2;बहु}/स्तुवत्{नपुं}{8;बहु}/स्तु1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;ष्टुञ्;अदादिः},स्तु{कर्तरि;लट्;प्र;बहु;परस्मैपदी;ष्टुञ्;अदादिः},-,-,-,-,स्तुति_करते_हैं,they,-,-,GLGLG
11.20.Aये,11.20.Bये,11.20.Cयद्{पुं}{1;बहु}/यद्{स्त्री}{1;द्वि}/यद्{स्त्री}{2;द्वि}/यद्{नपुं}{1;द्वि}/यद्{नपुं}{2;द्वि},11.20.Dयद्{पुं}{1;बहु},11.20.E-,11.20.F-,11.20.Gसम्बन्धः 15,11.20.H-,11.20.Iजो,all,18.33.K-,जश्त्व-सन्धिः (झलां जशोऽन्ते (8।2।39)),18.40.MLGLL
रुद्र-आदित्याः,रुद्रादित्या,रुद्र-आदित्य{पुं}{1;बहु}/आदित्य{पुं}{8;बहु},रुद्र-आदित्य{पुं}{1;बहु},<रुद्र-आदित्याः>Di,रुद्राः च आदित्याः च = रुद्रादित्याः,समुच्चितम् 3,-,ग्यारह_रुद्र_और_बारह_आदित्य,certainly,-,-,GLGGLLLG
च,च,च{अव्य},च{अव्य},-,-,कर्ता 14,-,तथा,in_wonder,-,-,L
वसवः,वसवो,वसु{पुं}{1;बहु}/वसु{पुं}{8;बहु},वसु{पुं}{1;बहु},-,-,समुच्चितम् 3,-,आठ_वसु,you,-,-,GGG
साध्याः,साध्या,साध्य{पुं}{1;बहु}/साध्या{स्त्री}{1;बहु}/साध्या{स्त्री}{2;बहु}/साध्1{कर्तरि;आशीर्लिङ्;म;एक;परस्मैपदी;साधँ;स्वादिः}/साध्1_णिच्{कर्तरि;आशीर्लिङ्;म;एक;परस्मैपदी;साधँ;स्वादिः},साध्य{पुं}{1;बहु},-,-,समुच्चितम् 3,-,साध्यगण,are_seeing,-,चर्त्व-सन्धिः (खरि च (8।4।55)) / जश्त्व-सन्धिः (झलां जशोऽन्ते (8।2।39)),GGL
विश्वे,विश्वेऽश्विनौ,विश्व{पुं}{7;एक}/विश्व{नपुं}{1;द्वि}/विश्व{नपुं}{2;द्वि}/विश्व{नपुं}{7;एक}/विश्व{नपुं}{8;द्वि}/विश्व{पुं}{1;बहु}/विश्व{नपुं}{1;द्वि}/विश्व{नपुं}{2;द्वि},विश्व{नपुं}{1;बहु},-,-,समुच्चितम् 3,-,विश्वेदेव,11.21.JO_mighty-armed_one,-,-,LGGLLGLG
अश्विनौ,-,अश्विन्{पुं}{1;द्वि}/अश्विन्{पुं}{2;द्वि}/अश्विन्{पुं}{8;द्वि},अश्विन्{पुं}{1;द्वि},-,-,समुच्चितम् 3,-,अश्विनीकुमार,of_You,-,पूर्वरूप-सन्धिः (एङः पदान्तादति (6।1।109)),LLGGL
च,-,च{अव्य},च{अव्य},-,-,-,-,तथा,many_faces_and_eyes,यया धृत्या धारयते सा धृतिः,चर्त्व-सन्धिः (खरि च (8।4।55)),18.41.MGG
मरुतः,मरुतश्चोष्मपाश्च,मरुत्{पुं}{1;बहु}/मरुत्{पुं}{2;बहु}/मरुत्{पुं}{5;एक}/मरुत्{पुं}{6;एक}/मरुत्{पुं}{8;बहु}/मरुत{पुं}{1;एक},मरुत्{पुं}{1;बहु},-,-,समुच्चितम् 3,-,मरुद्गण,"many_arms,_thighs_and_legs",-,-,GGLG
च,-,च{अव्य},च{अव्य},-,-,-,-,और,many_bellies,18.34.K-,-,GG
उष्मपाः,-,उष्मपाः,उष्म-पा{पुं}{1;बहु},-,-,समुच्चितम् 3,-,पितरों_का_समुदाय,horrible_due_to_many_teeth,-,जश्त्व-सन्धिः (झलां जशोऽन्ते (8।2।39)) / चर्त्व-सन्धिः (खरि च (8।4।55)) / जश्त्व-सन्धिः (झलां जशोऽन्ते (8।2।39)) / पूर्वरूप-सन्धिः (एङः पदान्तादति (6।1।109)),GLGLGGL
च,-,च{अव्य},च{अव्य},-,-,-,-,तथा,very_great,-,चर्त्व-सन्धिः (खरि च (8।4।55)),GG
गन्धर्व-यक्ष-असुर-सिद्ध-सङ्घाः,गन्धर्वयक्षासुरसिद्धसङ्घा,गन्धर्व-यक्ष-असुर-सिद्ध-सङ्घ{पुं}{1;बहु}/सङ्घ{पुं}{8;बहु},गन्धर्व-यक्ष-असुर-सिद्ध-सङ्घ{पुं}{1;बहु},<<गन्धर्व-यक्ष-असुर-सिद्ध>Di-सङ्घाः>T6,"गन्धर्वः च यक्षः च असुरः च सिद्धः च = गन्धर्वयक्षासुरसिद्धाः, गन्धर्वयक्षासुरसिद्धानाम् सङ्घः = गन्धर्वयक्षासुरसिद्धसङ्घः ते गन्धर्वयक्षासुरसिद्धसङ्घाः",समुच्चितम् 3,-,गन्धर्व_यक्ष_राक्षस_और_सिद्धों_के_समुदाय,form,-,-,L
(सन्ति),-,(सत्{नपुं}{1;बहु}/सत्{नपुं}{2;बहु}/सत्{नपुं}{8;बहु}/सन्ती{स्त्री}{8;एक}/अस्2{कर्तरि;लट्;प्र;बहु;परस्मैपदी;असँ;अदादिः}),(अस्){कर्तरि;लट्;प्र;बहु;परस्मैपदी;असँ;अदादिः},-,-,प्रतियोगी 1,-,(हैं),seeing,प्रकर्षेण सङ्गः प्रसङ्गः तेन,-,GGGGGG
(ते),-,(तद्{पुं}{1;बहु}/तद्{स्त्री}{1;द्वि}/तद्{स्त्री}{2;द्वि}/तद्{नपुं}{1;द्वि}/तद्{नपुं}{2;द्वि}/युष्मद्{4;एक}/युष्मद्{6;एक}),(तद्){पुं}{1;बहु},-,-,अनुयोगी 20,-,(वे),all_the_planets,-,-,LGLL
सर्वे,सर्वे,सर्व{पुं}{1;बहु}/सर्व{नपुं}{1;द्वि}/सर्व{नपुं}{2;द्वि}/सर्वा{स्त्री}{1;द्वि}/सर्वा{स्त्री}{2;द्वि},सर्व{पुं}{1;बहु},-,-,कर्ता 20,-,सब,perturbed,-,-,GLGL
एव,-,एव{अव्य},एव{अव्य},-,-,सम्बन्धः 16,-,ही,becomes,-,18.38.Lजश्त्व-सन्धिः (झलां जशोऽन्ते (8।2।39)),18.42.MGG
विस्मिताः,विस्मिताश्चैव,विस्मित{पुं}{1;बहु}/विस्मित{पुं}{8;बहु}/विस्मिता{स्त्री}{1;बहु}/विस्मिता{स्त्री}{2;बहु}/विस्मिता{स्त्री}{8;बहु},वि_स्मि{कृत्_प्रत्ययः:क्त;वि_ष्मिङ्;भ्वादिः;पुं}{1;बहु},-,-,कर्तृसमानाधिकरणम् 20,-,वस्मित_होकर,similarly,यया धृत्या धारयते सा धृतिः,-,GG
त्वाम्,त्वां,युष्मद्{2;एक},युष्मद्{2;एक},-,-,कर्म 20,-,आपको,I,-,सवर्णदीर्घ-सन्धिः (अकः सवर्णे दीर्घः (6।1।101)),LGGG
वीक्षन्ते,वीक्षन्ते,वीक्षन्ते,वि_ईक्ष्{कर्तरि;लट्;प्र;बहु;आत्मनेपदी;वि_ईक्षँ;भ्वादिः},-,-,-,-,देखते_हैं,also,18.35.K-,-,GLLGLL
11.21.Aमहान्-बाहो,11.21.Bमहाबाहो,11.21.Cमहाबाहु{पुं}{8;एक}/महाबाहु{नपुं}{8;एक},11.21.Dमहाबाहु{पुं}{8;एक},11.21.E<महत्-बाहो>Bs6,11.21.Fमहान्तौ बाहू यस्य सः = महाबाहुः सम्बोधने महाबाहो,11.21.Gसम्बोध्यः 12,11.21.H-,11.21.Iहे_महाबाहो,perturbed,-,-,GG
ते,-,तद्{पुं}{1;बहु}/तद्{स्त्री}{1;द्वि}/तद्{स्त्री}{2;द्वि}/तद्{नपुं}{1;द्वि}/तद्{नपुं}{2;द्वि}/युष्मद्{4;एक}/युष्मद्{6;एक},युष्मद्{6;एक},-,-,षष्ठीसम्बन्धः 8,-,आपके,become,-,चर्त्व-सन्धिः (खरि च (8।4।55)),GGGLLGGL
बहु-वक्त्र-नेत्रम्,बहुवक्त्रनेत्रं,बहु-वक्त्र-नेत्र{नपुं}{1;एक}/नेत्र{नपुं}{2;एक},बहु-वक्त्र-नेत्र{पुं}{2;एक},<बहु-<वक्त्र-नेत्रम्>Ds>Bs6,"वक्त्रम् च नेत्रम् च = वक्त्रनेत्रम्, बहूनि वक्त्रनेत्राणि यस्य सः = बहुवक्त्रनेत्रः तम् बहुवक्त्रनेत्रम्",विशेषणम् 8,-,बहुत_मुख_और_नेत्रोंवाले,11.22.Jcertainly,-,-,GG
बहु-बाहु-उरु-पादम्,बहुबाहूरुपादम्,बहु-बाहु-उरु-पाद{पुं}{2;एक},बहु-बाहु-उरु-पाद{पुं}{2;एक},<बहु-<बाहु-उरु-पादम्>Di>Bs6,"बाहु च उरू च पादौ च = बाहूरुपादाः, बहवः बाहूरुपादाः यस्य सः = बहुबाहूरुपादः तम् बहुबाहूरुपादम्",विशेषणम् 8,-,बहुत_हाथ_जंघा_और_पैरोंवाले,O_Lord_Visnu,-,18.39.L-,LGLL
बहु-उदरम्,बहूदरं,बहु-उदर{पुं}{2;एक}/उदर{नपुं}{1;एक}/उदर{नपुं}{2;एक},बहु-उदर{पुं}{2;एक},<बहु-उदरम्>Bs7,बहूनि उदराणि यस्मिन् सः = बहूदरः तम् बहूदरम्,विशेषणम् 8,-,बहुत_उदरोंवाले,touching_the_sky,-,-,GL
बहु-दंष्ट्रा-करालम्,बहुदंष्ट्राकरालं,बहु-दंष्ट्रा-कराल{पुं}{2;एक}/कराल{नपुं}{1;एक}/कराल{नपुं}{2;एक},बहु-दंष्ट्रा-कराल{पुं}{2;एक},<<बहु-दंष्ट्रा>K1-करालम्>Bs6,"बह्व्या सा दंष्ट्राः च = बहुदंष्ट्राः, बहुदंष्ट्राभिः करालं यस्य सः = बहुदंष्ट्राकरालः तम् बहुदंष्ट्राकरालम्",विशेषणम् 8,-,बहुत-सी_दाढ़ों_के_कारण_अत्यन्त_विकराल,glowing,-,-,18.43.MLLGGLGGG
महत्,महत्ते,महत्{नपुं}{1;एक}/महत्{नपुं}{2;एक}/महत्{नपुं}{8;एक},महद्{नपुं}{2;एक},-,-,विशेषणम् 8,-,महान्,many_color,-,-,LGLL
रूपम्,रूपं,रूप{नपुं}{1;एक}/रूप{नपुं}{2;एक},रूप{नपुं}{2;एक},-,-,कर्म 9,-,रूप_को,open_mouth,-,-,GLGL
दृष्ट्वा,दृष्ट्वा,दृश्1{कृत्_प्रत्ययः:क्त्वा;दृशिँर्;भ्वादिः},दृश्{कृत्_प्रत्ययः:क्त्वा;दृशिँर्;भ्वादिः},-,-,पूर्वकालः 12,-,देखकर,very_great_and_glowing_eyes,-,-,LLGGLG
लोकाः,लोकाः,लोक{पुं}{1;बहु}/लोक{पुं}{8;बहु},लोक{पुं}{1;बहु},-,-,कर्ता 12,-,सब_लोग,you,-,जश्त्व-सन्धिः (झलां जशोऽन्ते (8।2।39)),GGGL
प्रव्यथिताः,प्रव्यथितास्तथाहम्,प्रव्यथित{पुं}{1;बहु}/प्रव्यथित{पुं}{8;बहु}/प्रव्यथिता{स्त्री}{1;बहु}/प्रव्यथिता{स्त्री}{2;बहु}/प्रव्यथिता{स्त्री}{8;बहु},प्र_व्यथ्{कृत्_प्रत्ययः:क्त;प्र_व्यथँ;भ्वादिः;पुं}{1;बहु},-,-,कर्तृसमानाधिकरणम् 12,-,व्याकुल,by_seeing,-,-,LGLL
(भवन्ति),-,(भू1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;भू;भ्वादिः}/भवन्ती{स्त्री}{8;एक}),(भू){कर्तरि;लट्;प्र;बहु;परस्मैपदी;भू;भ्वादिः},-,-,-,-,(हो_रहे_हैं),perturbed_soul_within,यया धृत्या धारयते सा धृतिः,-,GL
तथा,-,तथा{अव्य},तथा{अव्य},-,-,-,-,तथा,I,-,जश्त्व-सन्धिः (झलां जशोऽन्ते (8।2।39)),18.44.MG
अहम्,-,अस्मद्{1;एक},अस्मद्{1;एक},-,-,कर्ता 17,-,मैं,steadiness,18.36.K-,रेफ-सन्धिः (ससजुषो रुः (8।2।66)),G
(अपि),-,(अपि{अव्य}),(अपि){अव्य},-,-,सम्बन्धः 14,-,(भी),also,-,चर्त्व-सन्धिः (खरि च (8।4।55)) / रेफ-सन्धिः (ससजुषो रुः (8।2।66)),GGLLLG
(प्रव्यथितः),-,(प्रव्यथित{पुं}{1;एक}),(प्र_व्यथ्){कृत्_प्रत्ययः:क्त;प्र_व्यथँ;भ्वादिः;पुं}{1;एक},-,-,कर्तृसमानाधिकरणम् 17,-,(व्याकुल),mental_tranquillity,-,18.40.L-,LG
(भवामि),-,(भू1{कर्तरि;लट्;उ;एक;परस्मैपदी;भू;भ्वादिः}),(भू){कर्तरि;लट्;उ;एक;परस्मैपदी;भू;भ्वादिः},-,-,-,-,(हो_रहा_हूँ),no,-,-,GGG
11.22.Aहि,11.22.Bहि,11.22.Cहि{अव्य},11.22.Dहि{अव्य},11.22.E-,11.22.F-,11.22.G-,11.22.H-,11.22.Iक्योंकि,have,-,-,LLG
विष्णो,विष्णो,विष्णु{पुं}{8;एक}/विष्णु{स्त्री}{8;एक}/विष्णु{नपुं}{8;एक},विष्णु{पुं}{8;एक},-,-,सम्बोध्यः 16,-,हे_विष्णो,11.23.Jhorrible_due_to_teeth_like_that,-,-,LGLLLG
नभः-स्पृशम्,नभः-स्पृशं,नभस्-स्पृश्{पुं}{2;एक}/स्पृश्{स्त्री}{2;एक}/स्पृश्{नपुं}{2;एक}/स्पृश{पुं}{2;एक}/स्पृश{नपुं}{1;एक}/स्पृश{नपुं}{2;एक},नभस्-स्पृश्{पुं}{2;एक},<नभः-स्पृशं>U,नभः स्पृशति इति = नभस्स्पृश् तम् नभस्स्पृशं,विशेषणम् 8,-,आकाश_को_स्पर्श_करनेवाले,also,-,-,LG
दीप्तम्,दीप्तमनेकवर्णं,दीप्त{पुं}{2;एक}/दीप्त{नपुं}{1;एक}/दीप्त{नपुं}{2;एक},दीप्{कृत्_प्रत्ययः:क्त;दीपीँ;दिवादिः;पुं}{2;एक},-,-,विशेषणम् 8,-,देदीप्यमान,as_if_blazing_like_the_fire_of_death,-,रेफ-सन्धिः (ससजुषो रुः (8।2।66)),GG
अन्-एक-वर्णम्,-,अनेक-वर्ण{पुं}{2;एक}/वर्ण{नपुं}{1;एक}/वर्ण{नपुं}{2;एक},अनेक-वर्ण{पुं}{2;एक},<<न-एक>Tn-वर्णम्>K1,"न एकम् = अनेकम्, अनेकम् तत् वर्णम् च = अनेकवर्णम्",विशेषणम् 8,-,अनेक_वर्णों_से_युक्त,Your,-,-,GLL
व्यात-आननम्,व्यात्ताननं,व्यात्-आनन{पुं}{2;एक}/आनन{नपुं}{1;एक}/आनन{नपुं}{2;एक},व्यात-आनन{पुं}{2;एक},<व्यात-आननं>Bs7,व्यात्तम् आननं यस्मिन् सः = व्याताननः तम् व्याताननं,विशेषणम् 8,-,फैलाये_हुए_मुख,faces,-,18.41.Lरुत्व-उत्व-गुण-सन्धिः (ससजुषो रुः (8।2।66)-हशि च (6।1।114)-आद्गुणः (6।1।87)),GLL
दीप्त-विशाल-नेत्रम्,दीप्तविशालनेत्रम्,दीप्त-विशाल-नेत्र{नपुं}{1;एक}/नेत्र{नपुं}{2;एक},दीप्त-विशाल-नेत्र{नपुं}{2;एक},<<दीप्त-विशाल>K1-नेत्रम्>Bs6,"दीप्त सः विशालः च = दीप्तविशालः, दीप्तविशालम् नेत्रम् यस्य सः = दीप्तविशालनेत्रः तम् दीप्तविशालनेत्रम्",विशेषणम् 8,-,प्रकाशमान_विशाल_नेत्रों_से_युक्त,seeing,-,सत्व-सन्धिः (विसर्जनीयस्य सः (8।3।34)),18.45.MLG
त्वाम्,त्वां,युष्मद्{2;एक},युष्मद्{2;एक},-,-,कर्म 9,-,आपको,I,-,-,LGGGGG
दृष्ट्वा,दृष्ट्वा,दृश्1{कृत्_प्रत्ययः:क्त्वा;दृशिँर्;भ्वादिः},दृश्{कृत्_प्रत्ययः:क्त्वा;दृशिँर्;भ्वादिः},-,-,पूर्वकालः 16,-,देखकर,directions,-,रेफ-सन्धिः (ससजुषो रुः (8।2।66)),GL
प्रव्यथित-अन्तः-आत्मा,प्रव्यथितान्तरात्मा,प्रव्यथित-अन्तर्-आत्मन्{पुं}{1;एक},प्रव्यथित-अन्तर्-आत्मन्{पुं}{1;एक},<प्रव्यथित-<अन्तर्-आत्मा>K3>Bs6,"अन्तः च असौ आत्मा = अन्तरात्मा, प्रव्यथितः आत्मा यस्य सः = प्रव्यथितान्तरात्मा",विशेषणम् 11,-,भयभीत_अन्तःकरणवाला,not,-,-,GGLG
(अहम्),-,(अस्मद्{1;एक}),(अस्मद्){1;एक},-,-,कर्ता 16,-,(मैं),know,-,-,GGGL
धृतिम्,धृतिं,धृति{स्त्री}{2;एक},धृति{स्त्री}{2;एक},-,-,समुच्चितम् 13,-,धीरज,and,-,-,LGLG
च,च,च{अव्य},च{अव्य},-,-,कर्म 16,-,और,I,-,-,GLG
शमम्,शमं,शम{पुं}{2;एक}/शम{नपुं}{1;एक}/शम{नपुं}{2;एक},शम{पुं}{2;एक},-,-,समुच्चितम् 13,-,शान्ति,grace,-,-,GG
न,न,न{अव्य},न{अव्य},-,-,सम्बन्धः 16,-,नहीं,thus,-,18.42.L-,GLL
विन्दामि,विन्दामि,विद्3{कर्तरि;लट्;उ;एक;परस्मैपदी;विदॢँ;तुदादिः},विद्{कर्तरि;लट्;उ;एक;परस्मैपदी;विदॢँ;तुदादिः},-,-,-,-,पाता_हूँ,nor,-,रुत्व-उत्व-गुण-सन्धिः (ससजुषो रुः (8।2।66)-हशि च (6।1।114)-आद्गुणः (6।1।87)),LLGGLGLG
11.23.Aदंष्ट्रा-करालानि,11.23.Bदंष्ट्राकरालानि,11.23.Cदंष्ट्रा-कराल{नपुं}{1;बहु}/कराल{नपुं}{2;बहु}/कराल{नपुं}{8;बहु},11.23.Dदंष्ट्रा-कराल{नपुं}{2;बहु},11.23.E<दंष्ट्रा-करालानि>T3,11.23.Fदंष्ट्रया करालम् = दंष्ट्राकरालम् तानि दंष्ट्राकरालानि,11.23.Gसमुच्चितम् 2,11.23.H-,11.23.Iदाढ़ों_के_कारण_विकराल,obtain,-,रेफ-सन्धिः (ससजुषो रुः (8।2।66)),LLG
च,च,च{अव्य},च{अव्य},-,-,विशेषणम् 5,-,और,O_Lord_of_all_lords,-,सवर्णदीर्घ-सन्धिः (अकः सवर्णे दीर्घः (6।1।101)) / यण्-सन्धिः (इको यणचि (6।1।77)),GGLGG
काल-अनल-सन्निभानि,कालानलसन्निभानि,काल-अनल-सन्निभ{नपुं}{1;बहु}/सन्निभ{नपुं}{2;बहु}/सन्निभ{नपुं}{8;बहु},काल-अनल-सन्निभ{नपुं}{2;बहु},<<काल-अनल>T6-सन्निभानि>T6,"कालस्य अनलः = कालानलः, कालानलस्य सन्निभम् = कालानलसन्निभम् तानि कालानलसन्निभानि",समुच्चितम् 2,-,प्रलयकाल_की_अग्नि_के_समान_प्रज्वलित,refuge_of_the_worlds,-,-,LGLLLG
ते,ते,तद्{पुं}{1;बहु}/तद्{स्त्री}{1;द्वि}/तद्{स्त्री}{2;द्वि}/तद्{नपुं}{1;द्वि}/तद्{नपुं}{2;द्वि}/युष्मद्{4;एक}/युष्मद्{6;एक},युष्मद्{6;एक},-,-,षष्ठीसम्बन्धः 5,-,आपके,you,18.38.K-,सत्व-श्चुत्व-सन्धिः (विसर्जनीयस्य सः (8।3।34)-स्तोः श्चुना श्चुः (8।4।40)),GL
मुखानि,मुखानि,मुख{नपुं}{1;बहु}/मुख{नपुं}{2;बहु}/मुख{नपुं}{8;बहु},मुख{नपुं}{2;बहु},-,-,कर्म 6,-,मुखों_को,be_pleased,-,-,GGGGL
दृष्ट्वा,दृष्ट्वैव,दृश्1{कृत्_प्रत्ययः:क्त्वा;दृशिँर्;भ्वादिः},दृश्{कृत्_प्रत्ययः:क्त्वा;दृशिँर्;भ्वादिः},-,-,पूर्वकालः 10,-,देखकर,11.24.Jall_those,-,-,GLL
(अहम्),-,(अस्मद्{1;एक}),(अस्मद्){1;एक},-,-,कर्ता 10,-,(मैं),all,-,-,18.47.MGGL
दिशः,दिशो,दिश्{स्त्री}{1;बहु}/दिश्{स्त्री}{2;बहु}/दिश्{स्त्री}{5;एक}/दिश्{स्त्री}{6;एक}/दिश्{स्त्री}{8;बहु},दिश्{स्त्री}{2;बहु},-,-,कर्म 10,-,दिशाओं_को,certainly,-,18.43.L-,LGGLL
न,न,न{अव्य},न{अव्य},-,-,सम्बन्धः 10,-,नहीं,of_Dhrtarastra,-,-,LLG
जाने,जाने,जान{पुं}{7;एक}/जान{नपुं}{1;द्वि}/जान{नपुं}{2;द्वि}/जान{नपुं}{7;एक}/जान{नपुं}{8;द्वि},ज्ञा{कर्तरि;लट्;उ;एक;आत्मनेपदी;ज्ञा;क्र्यादिः},-,-,-,-,जानता_हूँ,sons,-,-,GL
च,च,च{अव्य},च{अव्य},-,-,-,-,और,the_groups_of_warrior_kings,18.39.K-,-,L
(अहम्),-,(अस्मद्{1;एक}),(अस्मद्){1;एक},-,-,कर्ता 16,-,(मैं),with,-,सवर्णदीर्घ-सन्धिः (अकः सवर्णे दीर्घः (6।1।101)),LG
शर्म,शर्म,शर्म{नपुं}{8;एक}/शर्मन्{नपुं}{1;एक}/शर्मन्{नपुं}{2;एक},शर्मन्{नपुं}{2;एक},-,-,कर्म 16,-,सुख,you,-,-,L
एव,-,एव{अव्य},एव{अव्य},-,-,सम्बन्धः 13,-,भी,enter,-,-,GGGLLGLG
न,न,न{अव्य},न{अव्य},-,-,सम्बन्धः 16,-,नहीं,also,-,18.44.L-,GGGG
लभे,लभे,लभ्1{कर्तरि;लट्;उ;एक;आत्मनेपदी;डुलभँष्;भ्वादिः},लभ्{कर्तरि;लट्;उ;एक;आत्मनेपदी;डुलभँष्;भ्वादिः},-,-,-,-,पाता_हूँ,Bhismadeva,-,-,GGL
देव-ईश,देवेश,देव-ईश{पुं}{8;एक},देवेश{पुं}{8;एक},<देव-ईश>T6,देवानाम् ईशः = देवेशः सम्बोधने देवेश,सम्बोध्यः 20,-,हे_देवेश,Dronacarya,-,यण्-सन्धिः (इको यणचि (6।1।77)),18.48.MGGL
जगत्-निवास,जगन्निवास,जगत्-निवास{पुं}{8;एक}/निवास{नपुं}{8;एक},जगत्-निवास{पुं}{8;एक},<जगत्-निवास>Bs6,जगत् निवासं यस्य सः = जगन्निवासः सम्बोधने जगन्निवास,सम्बोध्यः 20,-,हे_जगन्निवास,also,-,-,LGLGG
(त्वम्),-,(युष्मद्{1;एक}),(युष्मद्){1;एक},-,-,कर्ता 20,-,(आप),that,-,-,LLGLG
प्रसीद,प्रसीद,प्र_सद्1{कर्तरि;लोट्;म;एक;परस्मैपदी;षदॢँ;भ्वादिः}/प्र_सद1{कर्तरि;लोट्;म;एक;परस्मैपदी;षदऌँ;तुदादिः},प्र_सद्{कर्तरि;लोट्;म;एक;परस्मैपदी;प्र_षदॢँ;भ्वादिः},-,-,-,-,प्रसन्न_हों,Karna,-,-,LGG
11.24.Aअमी,11.24.Bअमी,11.24.Cअदस्{पुं}{1;बहु},11.24.Dअदस्{पुं}{1;बहु},11.24.E-,11.24.F-,11.24.Gविशेषणम् 2,11.24.H-,11.24.Iवे,our,-,-,GGGGLGLL
सर्वे,सर्वे,सर्व{पुं}{1;बहु}/सर्व{नपुं}{1;द्वि}/सर्व{नपुं}{2;द्वि}/सर्वा{स्त्री}{1;द्वि}/सर्वा{स्त्री}{2;द्वि},सर्व{पुं}{1;बहु},-,-,विशेषणम् 5,-,सभी,also,-,-,LGG
एव,-,एव{अव्य},एव{अव्य},-,-,सम्बन्धः 2,-,ही,chief_among_the_warriors,18.40.K-,-,GGLGG
धृतराष्ट्रस्य,धृतराष्ट्रस्य,धृतराष्ट्र{पुं}{6;एक},धृतराष्ट्र{पुं}{6;एक},-,-,षष्ठीसम्बन्धः 5,-,धृतराष्ट्र_के,with,-,-,18.49.MG
पुत्राः,पुत्राः,पुत्र{पुं}{1;बहु}/पुत्र{पुं}{8;बहु},पुत्र{पुं}{1;बहु},-,-,कर्ता 9,-,पुत्र,Your,-,जश्त्व-श्चुत्व-चर्त्व-छत्व (झलां जशोऽन्ते (8।2।39)-स्तोः श्चुना श्चुः (8।4।40)-खरि च (8।4।55)-शश्छोऽटि (8।4।63)),GGL
अवनि-पाल-सङ्घैः,-,अवनि-पाल-सङ्घ{पुं}{3;बहु},अवनि-पाल-सङ्घ{पुं}{3;बहु},<<अवनि-पाल>T6-सङ्घैः>T6,"अवनेः पालः = अवनिपालः, अवनिपालानां सङ्घः = अवनिपालसङ्घः तैः अवनिपालसङ्घैः",प्रतियोगी 7,-,राजाओं_के_समुदाय,terrible_teeth,-,18.45.L-,LG
