chaptno,slokano,spart1,spart2
11,090,राजसत्वमवधूय मातृकं पित्र्यमस्मि गमितः शमं यदा।,नन्वनिन्दितफलो मम त्वया निग्रहोऽप्ययमनुग्रहीकृतः॥
11,091,साधयाम्यहमविघ्नमस्तु ते देवकार्यमुपपादयिष्यतः।,ऊचिवानिति वचः सलक्ष्मणं लक्ष्मणाग्रजमृषिस्तिरोदधे॥
11,092,तस्मिन्गते विजयिनं परिरभ्य रामं स्नेहादमन्यत पिता पुनरेव जातम्।,तस्याभवत्क्षणशुचः परितोषलाभः कक्षाग्निलङ्घिततरोरिव वृष्टिपातः॥
11,093,अथ पथि गमयित्वा कॢप्तरम्योपकार्ये कतिचिदवनिपालः शर्वरीः शर्वकल्पः।,पुरमविशदयोध्यां मैथिलीदर्शनीनां कुवलयितगवाक्षां लोचनैरङ्गनानाम्॥
12,001,निर्दिष्टविषयस्नेहः स दशान्तमुपेयिवान्।,आसीदासन्ननिर्वाणः प्रदीपार्चिरिवोषसि॥
12,002,तं कर्णमूलमागत्य रामे श्रीर्न्यस्यतामिति।,कैकेयीशङ्कयेवाह पलितच्छद्मना जरा॥
12,003,सा पौरान्पौरकान्तस्य रामस्याभ्युदयश्रुतिः।,प्रत्येकं ह्रादयांचक्रे कुल्येवोद्यानपादपान्॥
12,004,तस्याभिषेकसंभारे कल्पितं क्रूरनिश्चया।,दूषयामास कैकेयी शोकोष्णैः पार्थिवाश्रुभिः॥
12,005,सा किलाश्वासिता चण्डी भर्त्रा तत्संश्रुतौ वरौ।,उद्ववामेन्द्रसिक्ता भूर्बिलमग्नाविवोरगौ॥
12,006,तयोश्चतुर्दशैकेन रामं प्राव्राजयत्समाः।,द्वितीयेन सुतस्यैच्छद्वैधव्यैकफलां श्रियम्॥
12,007,पित्रा दत्तां रुदन्रामः प्राङ्महीं प्रत्यपद्यत।,पश्चाद्वनाय गच्छेति तदाज्ञां मुदितोऽग्रहीत्॥
12,008,दधतो मङ्गलक्षौमे वसानस्य च वल्कले।,ददृशुर्विस्मितास्तस्य मुखरागं समं जनाः॥
12,009,स सीतालक्ष्मणसखः सत्याद्गुरुमलोपयन्।,विवेश दण्डकारण्यं प्रत्येकं च सतां मनः॥
12,010,राजापि तद्वियोगार्तः स्मृत्वा शापं स्वकर्मजम्।,शरीरत्यागमात्रेण शुद्धिलाभमन्यत॥
12,011,विप्रोषितकुमारं तद्राज्यमस्तमितेश्वरम्।,रन्ध्रान्वेषणदक्षाणां द्विषामामिषतां ययौ॥
12,012,अथानाथाः प्रकृतयो मातृबन्धुनिवासिनम्।,मौलैरानाययामासुर्भरतं स्तम्भिताश्रुभिः॥
12,013,श्रुत्वा तथाविधं मृत्युं कैकेयीतनयः पितुः।,मातुर्न केवलं स्वस्याः श्रियोऽप्यासीत्पराङ्मुखः॥
12,014,ससैन्यश्चान्वगाद्रामं दर्शितानाश्रमालयैः।,तस्य पश्यन्ससौमित्रेरुदश्रुर्वसतिद्रुमान्॥
12,015,चित्रकूटवनस्थं च कथितस्वर्गतिर्गुरोः।,लक्ष्म्या निमन्त्रयांचक्रे तमनुच्छिष्टसंपदा॥
12,016,स हि प्रथमजे तस्मिन्नकृतश्रीपरिग्रहे।,परिवेत्तारमात्मानं मेने स्वीकरणाद्भुवः॥
12,017,तमशक्यमपाक्रष्टुं निदेशात्स्वर्गिणः पितुः।,ययाचे पादुके पश्चात्कर्तुं राज्याधिदेवते॥
12,018,स विसृष्टस्तथेत्युक्त्वा भ्रात्रा नैवाविशत्पुरीम्।,नन्दिग्रामगतस्तस्य राज्यं न्यासमिवाभुनक्॥
12,019,दृढभक्तिरिति ज्येष्ठे राज्यतृष्णापराङ्मुखः।,मातुः पापस्य भरतः प्रायश्चित्तमिवाकरोत्॥
12,020,रामोऽपि सह वैदेह्या वने वन्येन वर्तयन्।,चचार सानुजः शान्तो वृद्धेक्ष्वाकुव्रतं युवा॥
12,021,प्रभावस्तम्भितच्छायमाश्रितः स वनस्पतिम्।,कदाचिदङ्के सीतायाः शिश्ये किञ्चिदिव श्रमात्॥
12,022,ऐन्द्रः किल नखैस्तस्या विददार स्तनौ द्विजः।,प्रियोपभोगचिह्नेषु पौरोभाग्यमिवाचरन्॥
12,023,तस्मिन्नास्यदिषीकास्त्रं रामो रामावबोधितः।,आत्मानं मुमुचे तस्मादेकनेत्रव्ययेन सः॥
12,024,रामस्त्वासन्नदेशत्वाद्भरतागमनं पुनः।,आशङ्क्योत्सुकसारङ्गां चित्रकूटस्थलीं जहौ॥
12,025,प्रययावातिथेयेषु वसन्नृषिकुलेषु सः।,दक्षिणां दिशमृक्षेषु वार्षिकेष्विव भास्करः॥
12,026,बभौ तमनुगच्छन्ती विदेहाधिपतेः सुता।,प्रतिषिद्धापि कैकेय्या लक्ष्मीरिव गुणोन्मुखी॥
12,027,अनसूयातिसृष्टेन पुण्यगन्धेन काननम्।,सा चकाराङ्गरागेण पुष्पोच्चलितषट्पदम्॥
12,028,संध्याभ्रकपिशस्तस्य विराधो नाम राक्षसः।,अतिष्ठन्मार्गमावृत्य रामस्येन्दोरिव ग्रहः॥
12,029,स जहार तयोर्मध्ये मैथिलीं लोकशोषणः।,नभोनभस्ययोर्वृष्टिमवग्रह इवान्तरे॥
12,030,तं विनिष्पिष्य काकुत्स्थौ पुरा दूषयति स्थलीम्।,गन्धेनाशुचिना चेति वसुधायां निचख्नतुः॥
12,031,पञ्चवट्यां ततो रामः शासनात्कुम्भजन्मनः।,अनपोढस्थितिस्तस्थौ विन्ध्याद्रिः प्रकृताविव॥
12,032,रावणावरजा तत्र राघवं मदनातुरा।,अभिपेदे निदाघार्ता व्यालीव मलयद्रुमम्॥
12,033,सा सीतासंनिधावेव तं वव्रे कथितान्वया।,अत्यारूढो हि नारीणामकालज्ञो मनोभवः॥
12,034,कलत्रवानहं बाले कनीयांसं भजस्व मे।,इति रामो वृषस्यन्तीं वृषस्कन्धः शशास ताम्॥
12,035,ज्येष्ठाभिगमनात्पूर्वं तेनाप्यनभिनन्दिताम्।,साऽभूद्रामाश्रया भूयो नदीवोभयकूलभाक्॥
12,036,संरम्भं मैथिलीहासः क्षणसौम्यां निनाय ताम्।,निवातस्तिमितां वेलां चन्द्रोदय इवोदधेः॥
12,037,फलमस्योपहासस्य सद्यः प्राप्स्यसि पश्य माम्।,मृग्याः परिभवो व्याघ्र्यामित्यवेहि त्वया कृतम्॥
12,038,इत्युक्त्वा मैथिलीं भर्तुरङ्के निविशतीं भयात्।,रूपं शूर्पणखा नाम्नः सदृशं प्रत्यपद्यत॥
12,039,लक्ष्मणः प्रथमं श्रुत्वा कोकिलामञ्जुवादिनीम्।,शिवाघोरस्वनां पश्चाद्बुबुधे विकृतेति ताम्॥
12,040,पर्णशालामथ क्षिप्रं विकृष्टासिः प्रविश्य सः।,वैरूप्यपौनरुक्त्येन भीषणां तामयोजयत्॥
12,041,सा वक्रनखधारिण्या वेणुकर्कशपर्वया।,अङ्कुशाकारयाङ्गुल्या तावतर्जयदम्बरे॥
12,042,प्राप्य चाशु जनस्थानं खरादिभ्यस्तथाविधम्।,रामोपक्रममाचख्यौ रक्षःपरिभवं नवम्॥
12,043,मुखावयवलूनां तां नैरृता यत्पुरो दधुः।,रामाभियायिनां तेषां तदेवाभूदमङ्गलम्॥
12,044,उदायुधानापततस्तान्दृप्तान्प्रेक्ष्य राघवः।,निदधे विजयाशंसां चापे सीतां च लक्ष्मणे॥
12,045,एको दाशरथिः कामं यातुधानाः सहस्रशः।,ते तु यावन्त एवाजौ तावांश्च ददृशे स तैः॥
12,046,असज्जनेन काकुत्स्थः प्रयुक्तमथ दूषणम्।,न चक्षमे शुभाचारः स दूषणमिवात्मनः॥
12,047,तं शरैः प्रतिजग्राह खरत्रिशिरसौ च सः।,क्रमशस्ते पुनस्तस्य चापात्सममिवोद्ययुः॥
12,048,तैस्त्रयाणां शितैर्बाणैर्यथापूर्वविशुद्धिभिः।,आयुर्देहातिगैः पीतं रुधिरं तु पतत्रिभिः॥
12,049,तस्मिन्रामशरोत्कृत्ते बले महति रक्षसाम्।,उत्थितं ददृशेऽन्न्यच्च कबन्धेभ्यो न किञ्चन॥
12,050,सा बाणवर्षिणं रामं योधयित्वा सुरद्विषाम्।,अप्रबोधाय सुष्वाप गृध्रच्छाये वरूथिनी॥
12,051,राघवास्त्रविदीर्णानां रावणं प्रति रक्षसाम्।,तेषां शूर्पणखैवैका दुष्प्रवृत्तिहराऽभवत्॥
12,052,निग्रहात्स्वसुराप्तानां वधाच्च धनदानुजः।,रामेण निहितं मेने पदं दशसु मूर्धसु॥
12,053,रक्षसा मृगरूपेण वञ्चयित्वा स राघवौ।,जहार सीतां पक्षीन्द्रप्रयासक्षणविघ्नितः॥
12,054,तौ सीतान्वेषिणौ गृध्रं लूनपक्षमपश्यताम्।,प्राणैर्दशरथप्रीतेरनृणं कण्ठवर्तिभिः॥
12,055,स रावणहृतां ताभ्यां वचसाचष्ट मैथिलीम्।,आत्मनः सुमहत्कर्म व्रणैरावेद्य संस्थितः॥
12,056,तयोस्तस्मिन्नवीभूतपितृव्यापत्तिशोकयोः।,पितरीवाग्निसंस्कारात्परा ववृतिरे क्रियाः॥
12,057,वधनिर्धूतशापस्य कबन्धस्योपदेशतः।,मुमूर्च्छ सख्यं रामस्य समानव्यसने हरौ॥
12,058,स हत्वा वालिनं वीरस्तत्पदे चिरकाङ्क्षिते।,धातोः स्थान इवादेशं सुग्रीवं संन्यवेशयत्॥
12,059,इतस्ततश्च वैदेहीमन्वेष्टुं भर्तृचोदिताः।,कपयश्चेरुरार्तस्य रामस्येव मनोरथाः॥
12,060,प्रवृत्तावुपलब्धायां तस्याः संपातिदर्शनात्।,मारुतिः सागरं तीर्णः संसारमिव निर्ममः॥
12,061,दृष्टा विचिन्वता तेन लङ्कायां राक्षसीवृता।,जानकी विषवल्लीभिः परितेव महौषधिः॥
12,062,तस्यै भर्तुरभिज्ञानमङ्गुलीयं ददौ कपिः।,प्रत्युद्गतमिवानुष्णैस्तदानन्दाश्रुबिन्दुभिः॥
12,063,निर्वाप्य प्रियसंदेशैः सीतामक्षवधोद्धतः।,स ददाह पुरीं लङ्कां क्षणसोढारिनिग्रहः॥
12,064,प्रत्यभिज्ञानरत्नं च रामायादर्शयत्कृती।,हृदयं स्वयमायातं वैदेह्या इव मूर्तिमत्॥
12,065,स प्राप हृदयन्यस्तमणिस्पर्शनिमीलितः।,अपयोधरसंसर्गां प्रियालिङ्गननिर्वृतिम्॥
12,066,श्रुत्वा रामः प्रियोदन्तं मेने तत्सङ्गमोत्सुकः।,महार्णवपरिक्षेपं लङ्कायाः परिखालघुम्॥
12,067,स प्रतस्थेऽरिनाशाय हरिसैन्यैरनुद्रुतः।,न केवलं भुवः पृष्ठे व्योम्नि संबाधवर्तिभिः॥
12,068,निविष्टमुदधेः कूले तं प्रपेदे बिभीषणः।,स्नेहाद्राक्षसलक्ष्म्येव बुद्धिमाविश्य चोदितः॥
12,069,तस्मै निशाचरैश्वर्यं प्रतिशुश्राव राघवः।,काले खलु समारब्धाः फलं बध्नन्ति नीतयः॥
12,070,स सेतुं बन्धयामास प्लवगैर्लवणाम्भसि।,रसातलादिवोन्मग्नं शेषं स्वप्नाय शार्ङ्गिणः॥
12,071,तेनोत्तीर्य पथा लङ्कां रोधयामास पिङ्गलैः।,द्वितीयं हेमप्राकारं कुर्वद्भिरिव वानरैः॥
12,072,रणः प्रववृते तत्र भीमः प्लवगरक्षसाम्।,दिग्विजृम्भितकाकुत्स्थपौलस्त्यजयघोषणः॥
12,073,पादपाविद्धपरिघः शिलानिष्पिष्टमुद्गरः।,अतिशस्त्रनखन्यासः शैलरुग्णमतङ्गजः॥
12,074,अथ रामशिरश्छेददर्शनोद्भ्रान्तचेतनाम्।,सीतां मायेति शंसन्ती त्रिजटा समजीवयत्॥
12,075,कामं जीवति मे नाथ इति सा विजहौ शुचम्।,प्राङ्मत्वा सत्यमस्यान्तं जीवितास्मीति लज्जिता॥
12,076,गरुडापातविश्लिष्टमेघनादास्त्रबन्धनः।,दाशरथ्योः क्षणक्लेशः स्वप्नवृत्त इवाभवत्॥
12,077,ततो बिभेद पौलस्त्यः शक्त्या वक्षसि लक्ष्मणम्।,रामस्त्वनाहतोऽप्यासीद्विदीर्णहॄदयः शुचा॥
12,078,स मारुतिसमानीतमहौषधिहतव्यथः।,लङ्कास्त्रीणां पुनश्चक्रे विलापाचार्यकं शरैः॥
12,079,स नादं मेघनादस्य धनुश्चेन्द्रायुधप्रभम्।,मेघस्येव शरत्कालो न किञ्चित्पर्यशेषयत्॥
12,080,कुम्भकर्णः कपीन्द्रेण तुल्यावस्थः स्वसुः कृतः।,रुरोध रामं शृङ्गीव टङ्कच्छिन्नमनःशिलः॥
12,081,अकाले बोधितो भ्राता प्रियस्वप्नो वृथा भवान्।,रामेषुभिरितीवासौ दीर्घनिद्रां प्रवेशितः॥
12,082,इतराण्यपि रक्षांसि पेतुर्वानरकोटिषु।,रजांसि समरोत्थानि तच्छोणितनदीष्विव॥
12,083,निर्ययावथ पौलस्त्यः पुनर्युद्धाय मन्दिरात्।,अरावणमरामं वा जगदद्येति निश्चितः॥
12,084,रामं पदातिमालोक्य लङ्केशं च वरूथिनम्।,हरियुग्यं रथं तस्मै प्रजिघाय पुरन्दरः॥
12,085,तमाधूतध्वजपटं व्योमगङ्गोर्मिवायुभिः।,देवसूतभुजालम्बी जैत्रमध्यास्त राघवः॥
12,086,मातलिस्तस्य माहेन्द्रमामुमोच तनुच्छदम्।,यत्रोत्पलदलक्लैब्यमस्त्राण्यापुः सुरद्विषाम्॥
12,087,अन्योन्यदर्शनप्राप्तविक्रमावसरं चिरात्।,रामरावणयोर्युद्धं चरितार्थमिवाभवत्॥
12,088,भुजमूर्धोरुबाहुल्यादेकोऽपि धनदानुजः।,ददृशे ह्ययथापूर्वो मातृवंश इव स्थितः॥
12,089,जेतारं लोकपालानां स्वमुखैरर्चितेश्वरम्।,रामस्तुलितकैलासमरातिं बह्वमन्यत॥
12,090,तस्य स्फुरति पौलस्त्यः सीतासंगमशंसिनि।,निचखानाधिकक्रोधः शरं सव्येतरे भुजे॥
12,091,रावणस्यापि रामास्तो भित्त्वा हृदयमाशुगः।,विवेश भुवमाख्यातुमुरगेभ्य इव प्रियम्॥
12,092,वचसैव तयोर्वाक्यमस्त्रमस्त्रेण निघ्नतोः।,अन्योन्यजयसंरम्भो ववृधे वादिनोरिव॥
12,093,विक्रमव्यतिहारेण सामान्याऽभूद्द्वयोरपि।,जयश्रीरन्तरा वेदिर्मत्तवारणयोरिव॥
12,094,कृतप्रतिकृतप्रीतैस्तयोर्मुक्तां सुरासुरैः।,परस्परशरव्राताः पुष्पवृष्टिं न सेहिरे॥
12,095,अयःशङ्कुचितां रक्षः शतघ्नीमथ शत्रवे।,हृतां वैवस्वतस्येव कूटशाल्मलिमक्षिपत्॥
12,096,राघवो रथमप्राप्तां तामाशां च सुरद्विषाम्।,अर्धचन्द्रमुखैर्बाणैश्चिच्छेद कदलीमुखम्॥
12,097,अमोघं संदधे चास्मै धनुष्येकधनुर्धरः।,ब्राह्ममस्त्रं प्रियाशोकशल्यनिष्कर्षणौषधम्॥
12,098,तद्व्योम्नि शतधा भिन्नं ददृशे दीप्तिमन्मुखम्।,वपुर्महोरगस्येव करालफलमण्डलम्॥
12,099,तेन मन्त्रप्रयुक्तेन निमेषार्धादपातयत्।,स रावणशिरःपङ्क्तिमज्ञातव्रणवेदनाम्॥
12,100,बालार्कप्रतिमेवाप्सु वीचिभिन्ना पतिष्यतः।,रराज रक्षःकायस्य कण्ठच्छेदपरम्परा॥
12,101,मरुतां पश्यतां तस्य शिरांसि पतितान्यपि।,मनो नातिविशश्वास पुनःसंधानशङ्किनाम्॥
12,102,अथ मदगुरुपक्षैर्लोकपालद्विपानाम-नुगतमलिवृन्दैर्गण्डभित्तीर्विहाय।,उपनतमणिबन्धे मूर्ध्नि पौलस्त्यशत्रोः  सुरभि सुरविमुक्तं पुष्पवर्षं पपात॥
12,103,यन्ता हरेः सपदि संहृतकार्मुकज्यमापृच्छ्य राघवमनुष्ठितदेवकार्यम्।,नामाङ्करावणशराङ्कितकेतुयष्टिमूर्ध्वं रथं हरिसहस्रयुजं निनाय॥
12,104,रघुपतिरपि जातवेदोविशुद्धां प्रगृह्य प्रियां  प्रियसुहृदि बिभीषणे संगमय्य श्रियं वैरिणः।,रविसुतसहितेन तेनानुयातः ससौमित्रिणा  भुजविजितविमानरत्नाधिरूढः प्रतस्थे पुरीम्॥
13,001,अथात्मनः शब्दगुणं गुणज्ञः पदं विमानेन विगाहमानः।,रत्नाकरं वीक्ष्य मिथः स जायां रामाभिधानो हरिरित्युवाच॥
13,002,वैदेहि पश्याऽऽमलयाद्विभक्तं मत्सेतुना फेनिलमम्बुराशिम्।, छायापथेनेव शरत्प्रसन्नमाकाशमाविष्कृतचारुतारम्॥
13,003,गुरोर्यियक्षोः कपिलेन मेध्ये रसातलं संक्रमिते तुरङ्गे।,तदर्थमुर्वीमवधारयद्भिः पूर्वैः किलायं परिवर्धितो नः॥
13,004,गर्भं दधत्यर्कमरीचयोऽस्माद्विवृद्धिमत्राश्नुवते वसूनि।,अबिन्धनं वह्निमसौ बिभर्ति प्रह्लादनं ज्योतिरजन्यनेन॥
13,005,तां तामवस्थां प्रतिपद्यमानं स्थितं दश व्याप दिशो महिम्ना।,विष्णोरिवास्यानवधारणीयमीदृक्तया रूपमियत्तया वा॥
13,006,नाभिप्ररूढाम्बुरुहासनेन संस्तूयमानः प्रथमेन धात्रा।,अमुं युगान्तोचितयोगनिद्रः संहृत्य लोकान्पुरुषोऽधिशेते॥
13,007,पक्षच्छिदा गोत्रभिदात्तगन्धाः शरण्यमेनं शतशो महीध्राः।,नृपा इवोपप्लविनः परेभ्यो धर्मोत्तरं मध्यममाश्रयन्ते॥
13,008,रसातलादादिभवेन पुंसा भुवः प्रयुक्तोद्वहनक्रियायाः।,अस्याच्छमम्भः प्रलयप्रवृद्धं मुहूर्तवक्त्राभरणं बभूव॥
13,009,मुखार्पणेषु प्रकृतिप्रगल्भाः स्वयं तरङ्गाधरदानदक्षः।,अनन्यसामान्यकलत्रवृत्तिः पिबत्यसौ पाययते च सिन्धुः॥
13,010,ससत्त्वमादाय नदीमुखाम्भः संमीलयन्तो विवृताननत्वात्।,अमी शिरोभिस्तिमयः सरन्ध्रैरूर्ध्वं वितन्वन्ति जलप्रवाहान्॥
13,011,मातङ्गनक्रैः सहसोत्पतद्भिर्भिन्नान्द्विधा पश्य समुद्रफेनान्।,कपोलसंसर्पितया य एषां व्रजन्ति कर्णक्षणचामरत्वम्॥
13,012,वेलानिलाय प्रसृता भुजङ्गा महोर्मिविस्फूर्जथुनिर्विशेषाः।,सूर्यांशुसंपर्कविवृद्धरागैर्व्यज्यन्त एते मणिभिः फणस्थैः॥
13,013,तवाधरस्पर्धिषु विद्रुमेषु पर्यस्तमेतत्सहसोर्मिवेगात्।,ऊर्ध्वाङ्कुरप्रोतमुखं कथंचित्क्लेशादपक्रामति शङ्खयूथम्॥
13,014,प्रवृत्तमात्रेण पयांसि पातुमावर्तवेगाद्भ्रमता घनेन।,आभाति भूयिष्ठमयं समुद्रः प्रमथ्यमानो गिरिणेव भूयः॥
13,015,दूरादयश्चक्रनिभस्य तन्वी तमालतालीवनराजिनीला।,आभाति वेला लवणाम्बुराशेर्धारानिबद्धेव कलङ्करेखा॥
13,016,वेलानिलः केतकरेणुभिस्ते संभावयत्याननमायताक्षि।,मामक्षमं मण्डलकालहानेर्वेत्तीव बिम्बाधरबद्धतृष्णम्॥
13,017,एते वयं सैकतभिन्नशुक्तिपर्यस्तमुक्तापटलं पयोधेः।,प्राप्ता मुहूर्तेन विमानवेगात्कूलं फलावर्जितपूगमालम्॥
13,018,कुरुष्व तावत्करभोरु पश्चान्मार्गे मृगप्रेक्षिणि दृष्टिपातम्।,एषा विदूरीभवतः समुद्रात्सकानना निष्पततीव भूमिः॥
13,019,क्वचित्पथा संचरते सुराणां क्वचिद्घनानां पततां क्वचिच्च।,यथाविधो मे मनसोऽभिलाषः प्रवर्तते पश्य तथा विमानम्॥
13,020,असौ महेन्द्रद्विपदानगन्धिस्त्रिमार्गगावीचिविमर्दशीतः।,आकाशवायुर्दिनयौवनोत्थानाचामति स्वेदलवान्मुखे ते॥
13,021,करेण वातायनलम्बितेन स्पृष्टस्त्वया चण्डि कुतूहलिन्या।,आमुञ्चतीवाभरणं द्वितीयमुद्भिन्नविद्युद्वलयो घनस्ते॥
13,022,अमी जनस्थानमपोढविघ्नं मत्वा समारब्धनवोटजानि।,अध्यासते चीरभृतो यथास्वं चिरोज्झितान्याश्रममण्डलानि॥
13,023,सैषा स्थली यत्र विचिन्वता त्वां भ्रष्टं मया नूपुरमेकमुर्व्याम्।,अदृश्यत त्वच्चरणारविन्दविश्लेषदुःखादिव बद्धमौनम्॥
13,024,त्वं रक्षसा भीरु यतोऽपनीता तं मार्गमेताः कृपया लता मे।,अदर्शयन्वक्तुमशक्नुवत्यः शाखाभिरावर्जितपल्लवाभिः॥
13,025,मृग्यश्च दर्भाङ्कुरनिर्व्यपेक्षास्तवागतिज्ञं समबोधयन्माम्।,व्यापारयन्त्यो दिशि दक्षिणस्यामुत्पक्षराजीनि विलोचनानि॥
13,026,एतद्गिरेर्माल्यवतः पुरस्तादाविर्भत्यम्बरलेखि शृङ्गम्।,नवं पयो यत्र घनैर्मया च त्वद्विप्रयोगाश्रु समं विसृष्टम्॥
13,027,गन्धश्च धाराहतपल्वलानां कादम्बमर्धोद्गतकेसरं च।,स्निग्धाश्च केकाः शिखिनां बभूवुर्यस्मिन्नसह्यानि विना त्वया मे॥
13,028,पूर्वानुभूतं स्मरता च यत्र कम्पोत्तरं भीरु तवोपगूढम्।,गुहाविसारीण्यतिवाहितानि मया कथंचिद्घनगर्जितानि॥
13,029,आसारसिक्तक्षितिबाष्पयोगान्मामक्षिणोद्यत्र विभिन्नकोशैः।,विडम्ब्यमाना नवकन्दलैस्ते विवाहधूमारुणलोचनश्रीः॥
13,030,उपान्तवानीरवनोपगूढान्यालक्षपारिप्लवसारसानि।,दूरावतीर्णा पिबतीव खेदादमूनि पम्पासलिलानि दृष्टिः॥
13,031,अत्रावियुक्तानि रथाङ्गनाम्नामन्योन्यदत्तोत्पलकेसराणि।,द्वन्द्वानि दूरान्तरवर्तिना ते मया प्रिये सस्पृहमीक्षितानि॥
13,032,इमां तटाशोकलतां च तन्वीं स्तनाभिरामस्तबकाभिनम्राम्।,त्वत्प्राप्तिबुद्ध्या परिरब्धुकामः सौमित्रिणा साश्रुरहं निषिद्धः॥
13,033,अमूर्विमानान्तरलम्बिनीनां श्रुत्वा स्वनं काञ्चनकिङ्किणीनाम्।,प्रत्युद्व्रजन्तीव खमुत्पतन्त्यो गोदावरीसारसपङ्क्तयस्त्वाम्॥
13,034,एषा त्वया पेशलमध्ययापि घटाम्बुसंवर्धितबालचूता।,आनन्दयत्युन्मुखकृष्णसारा दृष्टा चिरात्पञ्चवटी मनो मे॥
13,035,अत्रानुगोदं मृगयानिवृत्तस्तरङ्गवातेन विनीतखेदः।,रहस्त्वदुत्सङ्गनिषण्णमूर्धा स्मरामि वानीरगृहेषु सुप्तः॥
13,036,भ्रूभेदमात्रेण पदान्मघोनः प्रभ्रंशयां यो नहुषं चकार।,तस्याविलाम्भःपरिशुद्धिहेतोर्भौमो मुनेः स्थानपरिग्रहोऽयम्॥
13,037,त्रेताग्निधूमाग्रमनिन्द्यकीर्तेस्तस्येदमाक्रान्तविमानमार्गम्।,घ्रात्वा हविर्गन्धि रजोविमुक्तः समश्नुते मे लघिमानमात्मा॥
13,038,एतन्मुनेर्मानिनि शातकर्णेः पञ्चाप्सरो नाम विहारवारि।,आभाति पर्यन्तवनं विदूरान्मेघान्तरालक्ष्यमिवेन्दुबिम्बम्॥
13,039,पुरा स दर्भाङ्कुरमात्रवृत्तिश्चरन्मृगैः सार्धमृषिर्मघोना।,समाधिभीतेन किलोपनीतः पञ्चाप्सरोयौवनकूटबन्धम्॥
13,040,तस्यायमन्तर्हितसौधभाजः प्रसक्तसंगीतमृदङ्गघोषः।,वियद्गतः पुष्पकचन्द्रशालाः क्षणं प्रतिश्रुन्मुखराः करोति॥
13,041,हविर्भुजामेधवतां चतुर्णां मध्ये ललाटंतपसप्तसप्तिः।,असौ तपस्यत्यपरस्तपस्वी नाम्ना सुतीक्ष्णश्चरितेन दान्तः॥
13,042,अमुं सहासप्रहितेक्षणानि व्याजार्धसंदर्शितमेखलानि।,नालं विकर्तुं जनितेन्द्रशङ्कं सुराङ्गनाविभ्रमचेष्टितानि॥
13,043,एषोऽक्षमालावलयं मृगाणां कण्डूयितारं कुशसूचिलावम्।,सभाजने मे भुजमूर्ध्वबाहुः सव्येतरं प्राध्वमितः प्रयुङ्क्ते॥
13,044,वाचंयमत्वात्प्रणतिं ममैष कम्पेन किञ्चित्प्रतिगृह्य मूर्ध्नः।,दृष्टिं विमानव्यवधानमुक्तां पुनः सहस्रार्चिषि संनिधत्ते॥
13,045,अदः शरण्यं शरभङ्गनाम्नस्तपोवनं पावनमाहिताग्नेः।,चिराय संतर्प्य समिद्भिरग्निं यो मन्त्रपूतां तनुमप्यहौषीत्॥
13,046,छायाविनीताध्वपरिश्रमेषु भूयिष्ठसंभाव्यफलेष्वमीषु।,तस्यातिथीनामधुना सपर्या स्थिता सुपुत्रेष्विव पादपेषु॥
13,047,धारास्वनोद्गारिदरीमुखोऽसौ शृङ्गाङ्गलग्नाम्बुजवप्रपङ्कः।,बध्नाति मे बन्धुरगात्रि चक्षुर्दृप्तः ककुद्मानिव चित्रकूटः॥
13,048,एषा प्रसन्नस्तिमितप्रवाहा सरिद्विदूरान्तरभावतन्वी।,मन्दाकिनी भाति नगोपकण्ठे मुक्तावली कण्ठगतेव भूमेः॥
13,049,अयं सुजातोऽनुगिरं तमालः प्रवालमादाय सुगन्धि यस्य।,यवाङ्कुरापाण्डुकपोलशोभी मयावतंसः परिकल्पितस्ते॥
13,050,अनिग्रहत्रासविनीतसत्त्वमपुष्पलिङ्गात्फलबन्धिवृक्षम्।,वनं तपःसाधनमेतदत्रेराविष्कृतोदग्रतरप्रभावम्॥
13,051,अत्राभिषेकाय तपोधनानां सप्तर्षिहस्तोद्धृतहेमपद्माम्।,प्रवर्तयामास किलानसूया त्रिस्रोतसं त्र्यम्बकमौलिमालाम्॥
13,052,वीरासनैर्ध्यानजुषामृषीणाममी समध्यासितवेदिमध्याः।,निवातनिष्कम्पतया विभान्ति योगाधिरूढा इव शाखिनोऽपि॥
13,053,त्वया पुरस्तादुपयाचितो यः सोऽयं वटः श्याम इति प्रतीतः।,राशिर्मणीनामिव गारुडानां सपद्मरागः फलितो विभाति॥
13,054,क्वचित्प्रभालेपिभिरिन्द्रनीलैर्मुक्तामयी यष्टिरिवानुविद्धा।,अन्यत्र माला सितपङ्कजानामिन्दीवरैरुत्खचितान्तरेव॥
13,055,क्वचित्खगानां प्रियमानसानां कादम्बसंसर्गवतीव पङ्क्तिः।,अन्यत्र कालागुरुदत्तपत्रा भक्तिर्भुवश्चन्दनकल्पितेव॥
13,056,क्वचित्प्रभा चान्द्रमसी तमोभिश्छायाविलीनैः शबलीकृतेव।,अन्यत्र शुभ्रा शरदभ्रलेखा रन्ध्रेष्विवालक्ष्यनभःप्रदेशा॥
13,057,क्वचिच्च कृष्णोरगभूषणेव भस्माङ्गरागा तनुरीश्वरस्य।,पश्यानवद्याङ्गि विभाति गङ्गा भिन्नप्रवाहा यमुनातरङ्गैः॥
