chpatno,slokano,sentno,Words,Sandhied Words,Hindi Meanings,English Meanings
12,047,1,,तम् शरैः प्रतिजग्राह खरत्रिशिरसौ च सः,उसको बाणों_से आरंभ_करता_है खल-तीन-शिरसों_को और वह,- - - - - -
12,047,2,,क्रमशस्ते - पुनस्तस्य - चापात्सममिवोद्ययुः - - -,क्रमशः बाणों_ने फिर उसके धनुष_से बराबर जैसे उत्_या1_प्प्_स्क्या,- - - - - - - -
12,048,1,,आयुर्देहातिगैः - शितैर्बाणैर्यथापूर्वविशुद्धिभिः तैस्त्रयाणां - - - पीतम् रुधिरम् तु पतत्रिभिः (-),- पवित्रीकरणों_से - उनसे बाणों_से तिगुनों_का आयुः_को - खून तो पतत्रिनों_से -,- - - - - - - - - - - -
12,049,1,,तस्मिन्रामशरोत्कृत्ते - महति रक्षसाम् बले उत्थितम् कबन्धेभ्यो ददृशेऽन्न्यच्च - किञ्चन न -,उस शरः-ण्थ्या महान्_में रक्षसों_के बल_में उठा_हुआ कबन्धों_का अन्य भी कुछ नहीं ध्_दृश्1_प्प्_स्क्या,- - - - - - - - - - - -
12,050,1,,सा सुरद्विषाम् वरूथिनी  बाणवर्षिणम् रामम् योधयित्वा गृध्रच्छाये अप्रबोधाय सुष्वाप,वह देव-द्विषों_का वरूथिनी बाण_वर्षिन्_को राम_को योद्धा_में ध्_इ1_कर लोभी-छाया अ-प्रबोध_के_लिये ध्_ष्वप्1_प्प्_स्क्या,- - - - - - - - -
12,051,1,,शूर्पणखैवैका - - रावणं प्रति राघवास्त्रविदीर्णानां तेषाम् रक्षसाम् दुष्प्रवृत्तिहराऽभवत् -,- - - - - - - - - -,- - - - - - - - - -
12,052,1,,- निग्रहात्स्वसुराप्तानाम् - वधाच्च - धनदानुजः रामेण दशसु मूर्धसु पदं निहितं मेने (-),- - - - - - - - - - - - -,- - - - - - - - - - - - -
12,053,1,,स मृगरूपेण रक्षसा राघवौ वञ्चयित्वा पक्षीन्द्रप्रयासक्षणविघ्नितः सीतां जहार,उसने हिरन-रूप राक्षस_से रघुवंशी वन्च्2_कर - सीता_का बलात्कार_किया,- - - - - - - -
12,054,1,,तौ सीतान्वेषिणौ गृध्रं लूनपक्षम् अपश्यताम् प्राणैर्दशरथप्रीतेरनृणं - - कण्ठवर्तिभिः,उन्होंने सीता-अन्वेषी लोभी लून-पक्ष देखा प्राणों_से दशरथ-प्रसन्नता_से अनृण_को गले_में_होने_वाला_ओं_से,- - - - - - - - -
12,055,1,,स रावणहृतां ताभ्यां वचसाचष्ट - मैथिलीम्,उसने रावण-अपहरण_करने_वाला उनको वचन_से आङ्_चक्ष्1_अप्_स्क्या सीता,- - - - - -
12,055,2,,आत्मनः सुमहत्कर्म व्रणैरावेद्य - संस्थितः,आत्मा_के सुमहत्-कर्म घावों_से ण्थ्_कर स्थित,- - - - -
12,056,1,,तयोस्तस्मिन्नवीभूतपितृव्यापत्तिशोकयोः - - पितरीवाग्निसंस्कारात्परा - - - ववृतिरे क्रियाः,उनमें उसमें पिता-बर्बादी-शोक_में पिता_में जैसे अग्नि-संस्कार_से परा - क्रियायें,- - - - - - - - -
12,057,1,,वधनिर्धूतशापस्य कबन्धस्योपदेशतः - रामस्य समानव्यसने हरौ सख्यं मुमूर्च्छ,- पेट_के उपदेश_से राम_के बुरी_आदत-बुरी_आदत_में हरि_में मित्रता बढा,- - - - - - - -
12,058,1,,स हत्वा वालिनं वीरस्तत्पदे - चिरकाङ्क्षिते धातोः स्थान (संन्यवेशयत्) इवादेशं - सुग्रीवम् संन्यवेशयत्,वह मार_कर वालि वीर पैर_में दीर्घ-चाहे_हुए धातु_के स्थान_में अन्दर_प्रवेश_कराया - जैसे सुग्रीव_को अन्दर_प्रवेश_कराया,- - - - - - - - - - - - -
12,059,1,,इतस्ततश्च - वैदेहीमन्वेष्टुं - भर्तृचोदिताः कपयश्चेरुरार्तस्य - - रामस्येव मनोरथाः - (-),गया_हुआ और सीता ण्थ्ने~के_लिये चोदित-पूर्ण_किये_हुए बंदर घूमे पीडित राम_के मनोरथ जैसे घूमे,- - - - - - - - - - - -
12,060,1,,निर्ममः मारुतिः संपातिदर्शनात् तस्याः प्रवृत्तावुपलब्धायां - संसारमिव - सागरम् तीर्णः (-),निर्मम - सम्पाति-दर्शन_से उसकी प्रवृत्तौ-उपलब्धा_में - संसार जैसे समुद्र पार_किया_हुवे_ने पार_किया_हुवे_ने,- - - - - - - - - - -
12,061,1,,लङ्कायाम् विचिन्वता तेन राक्षसीवृता जानकी विषवल्लीभिः परितेव महौषधिः - दृष्टा,लङ्का_में वि-चुनता_हुआ उससे राक्षसी-पसन्द_की_हुई जानकी विष-बेलों_से पालन_करेगी महौषधि जैसे दृष्ट,- - - - - - - - - -
12,062,1,,कपिः भर्तुरभिज्ञ्यानमङ्गुलीयम् - - तस्यै प्रत्युद्गतमिवानुष्णैस्तदानन्दाश्रुबिन्दुभिः ददौ - - -,बंदर_ने स्वामी_से - अभिज्ञानम्-अङ्गुलीय_को उसको अन्-अनुष्ण दिया - प्रति-उत्-गये_हुए जैसे,- - - - - - - - - -
12,063,1,,निर्वाप्य प्रियसन्देशैः सीतामक्षवधोद्धतः - स ददाह  पुरीम् लङ्काम् क्षणसोढारिनिग्रहः,- प्रिय-संदेशों_से सीता_को धुरा-वध-ण्थ्या_हुए उसने ध्_दह्3_प्प्_स्क्या सीता_को लङ्का क्षण-सह्-शत्रु-अरिन्-निग्रह,- - - - - - - - -
12,064,1,,रामायादर्शयत्कृती स्वयमायातम्  - मूर्तिमत् वैदेह्याः हृदयम् इव प्रत्यभिज्ञानरत्नं च - -,कृति खुद आया_हुआ मूर्ति-मुझसे सीता_का हृदय जैसे प्रति-रत्न_को - राम_के_लिये -,- - - - - - - - - - -
12,065,1,,हृदयन्यस्तमणिस्पर्शनिमीलितः स अपयोधरसंसर्गां प्रियालिङ्गननिर्वृतिम् प्राप,नि_मील्1या_हुआ वह अपयोधर-संसर्गा - प्राप्त_हुआ,- - - - -
12,066,1,,प्रियोदन्तं श्रुत्वा तत्सङ्गमोत्सुकः रामः लङ्कायाः महार्णवपरिक्षेपं परिखालघुम् मेने,प्रिय-उदन्त_को सुन_कर तत्-मिलने राम_ने लङ्का_का महासागर- परिखा-छोटे_को जाना,- - - - - - - -
12,067,1,,न केवलम् भुवः पृष्ठे (-) व्योम्नि संबाधवर्तिभिः हरिसैन्यैरनुद्रुतः - स प्रतस्थेऽरिनाशाय - -,न केवल भू_के पृष्ठ_में ण्थ्या_हुआ आकाश_में होने_वाले हरि-सैन्यों_के_द्वारा ण्थ्या_हुआ वह शत्रु-नाश_के_लिये - -,- - - - - - - - - - - - -
12,068,1,,निविष्टमुदधेः कूले - तम् बिभीषणः स्नेहाद्राक्षसलक्ष्म्येव - बुद्धिमाविश्य चोदितः - प्रपेदे,समुद्र_के किनारे_में वास_किये_हुए उसको बिभीषण_ने राक्षस-लक्ष्मा_से स्नेह_से काबू_पा_कर प्रेरणा_किये_हुए जैसे शरण_गया,- - - - - - - - - - -
12,069,1,,राघवः तस्मै निशाचरैश्वर्यं प्रतिशुश्राव काले समारब्धाः नीतयः फलं बध्नन्ति खलु,रघुवंशी_ने उसको निशाचर-ऐश्वर्य_को प्रति_श्रु1_प्प्_स्क्या समय_में समान-आरब्ध नीतियाँ फल_को बन्ध्1_प्प्_स्क्तीं_हैं अवश्य,- - - - - - - - - -
12,070,1,,स प्लवगैर्लवणाम्भसि - शार्ङ्गिणः स्वप्नाय रसातलादिवोन्मग्नं - शेषं - सेतुं बन्धयामास,वह प्लवगों_से लवणाम्भस्_में विष्णु_के स्वप्न_के_लिये रसातल_से ण्थ्या_हुए शेष_को जैसे सेतु_को -,- - - - - - - - - - -
12,071,1,,तेनोत्तीर्य पथा - पिङ्गलैः द्वितीयम् हेमप्राकारं कुर्वद्भिरिव - वानरैः लङ्कां रोधयामास -,उस रास्ते_से उत्तर_दे_कर पिङ्गलों_से दूसरा सोना-प्रे_को करते_हुए जैसे बन्दरों_से लङ्का रुकवाया -,- - - - - - - - - - - -
12,072,1,,तत्र प्लवगरक्षसाम् भीमः दिग्विजृम्भितकाकुत्स्थपौलस्त्यजयघोषणः रणः प्रववृते,वहाँ प्लवग-रक्षसों_का भीम - युद्ध हुआ,- - - - - -
12,073,1,,पादपाविद्धपरिघः शिलानिष्पिष्टमुद्गरः अतिशस्त्रनखन्यासः शैलरुग्णमतङ्गजः (-) (-),- - अति-शस्त्र-नाखून-धरोहर पर्वत-रुग्ण-तारा युद्ध हुआ,- - - - - -
12,074,1,,अथ रामशिरश्छेददर्शनोद्भ्रान्तचेतनाम् सीताम् मायेति - शंसन्ती त्रिजटा समजीवयत्,और - सीता_को - इति_की प्रशंसा_करती_हुई त्रिजटा -,- - - - - - - -
12,075,1,,कामं जीवति मे नाथ इति सा विजहौ शुचम्,अत्यन्त जीती_है मेरी नाथ ऐसा उसने त्यागा रंज_को,- - - - - - - -
12,075,2,,प्राङ्मत्वा सत्यमस्यान्तं - जीवितास्मीति - - - लज्जिता,होठों_से_लगाना सत्यम-शब्द_किया जान_कर जी_हुई हूँ ऐसा वह लज्जित_होगी,- - - - - - - -
12,076,1,,गरुडापातविश्लिष्टमेघनादास्त्रबन्धनः दाशरथ्योः क्षणक्लेशः स्वप्नवृत्त इवाभवत् -,अस्त्र-बन्धन दाशरथियों_का क्षण-क्लेश स्वप्न-हुआ_हुआ जैसे हुआ,- - - - - -
12,077,1,,ततो बिभेद पौलस्त्यः शक्त्या वक्षसि लक्ष्मणम्,वहाँ_से चीरा पौलस्त्य_ने शक्ति_से छाती_में लक्ष्मण_को,- - - - - -
12,077,2,,रामस्त्वनाहतोऽप्यासीद्विदीर्णहॄदयः - - - - - शुचा,राम तो हन्_से भी था हृदय रंज_से,- - - - - - -
12,078,1,,स मारुतिसमानीतमहौषधिहतव्यथः लङ्कास्त्रीणां पुनश्चक्रे - विलापाचार्यकं शरैः,वह - स्त्रियों_की फिर किया आचार्यक_को बाणों_से,- - - - - - -
12,079,1,,स नादम् मेघनादस्य धनुश्चेन्द्रायुधप्रभम् - - (-) मेघस्येव (नादम्) - (-) शरत्कालो न किञ्चित्पर्यशेषयत् - -,उस नाद_को मेघनाद_के धनुष्_को - इन्द्रायुधः-प्रभ शेष_रखा मेघ_का नाद_को - इन्द्रायुधः-प्रभ शरत्_ऋतु_ने नहीं - शेष_रखा -,- - - - - - - - - - - - - - - -
12,080,1,,कुम्भकर्णः कपीन्द्रेण तुल्यावस्थः स्वसुः कृतः रुरोध रामम् शृङ्गीव - टङ्कछिन्नमनःशिलः (रुरोध),कुम्भकर्ण बन्दरों_का_मुखिये_का - बहन_से कृत्_से रोका राम_को शृङ्ग जैसे टङ्कः-छिन्नः-मनः-शिलोंछन_ने रोका,- - - - - - - - - - -
12,081,1,,अकाले बोधितो भ्राता प्रियस्वप्नो वृथा भवान् रामेषुभिरितीवासौ - - - दीर्घनिद्रां प्रवेशितः - -,अकाल_में बोधित_ने भाई प्रिय-स्वप्न वृथा संसार राम-बाणों_से ऐसा जैसे असु_में दीर्घ-निद्रा_में प्रवेश_किया - -,- - - - - - - - - - - - - -
12,082,1,,इतराण्यपि रक्षांसि - - समरोत्थानि रजांसि तच्छोणितनदीष्विव - पेतुर्वानरकोटिषु (-),इतर राक्षस भी बन्दर-कोटियों_में युद्ध-उत्पन्न रज_गुण शोणितः-नदियों_में जैसे गिरे गिरे,- - - - - - - - - -
12,083,1,,निर्ययावथ - पौलस्त्यः पुनर्युद्धाय - मन्दिरात् अरावणमरामं  - वा जगदद्येति - - निश्चितः (-),निर्_या1_प्प्_स्क्या और पौलस्त्य_ने फिर युद्ध_के_लिये मन्दिर_से रावण राम_को वा विश्व_में आज ऐसा निश्चित_ने -,- - - - - - - - - - - - - -
12,084,1,,पदातिमालोक्य रामं वरूथिनं लङ्केशम् च - पुरन्दरः हरियुग्यं रथं तस्मै प्रजिघाय,पैदल_यात्री_को राम_को अभिरक्षक_को लङ्केश_को और आङ्_लोक्2_कर पुरन्दर_ने हरि-जोतने_के_योग्य_ रथ_को राम_के_लिये प्र_हि1_प्प्_स्क्या,- - - - - - - - - - -
12,085,1,,राघवः व्योमगङ्गोर्मिवायुभिः तमाधूतध्वजपटं जैत्रमध्यास्त - देवसूतभुजालम्बी -,रघुवंशी ऊर्मि-हवाओं_से - - वह हाथ-आलम्बिन्-ई -,- - - - - - -
12,086,1,,मातलिस्तस्य - माहेन्द्रम् आमुमोच तनुछदम् यत्रोत्पलदलक्लैब्यमस्त्राण्यापुः - - - सुरद्विषाम्,मातलि उसके - आ_मुच्2_प्प्_स्क्या शरीर-शरीर-छद_ने जहां अस्त्रों_ने उत्पल-दल ध्_पा1_प्प्_स्क्या विषों_के,- - - - - - - - - -
12,087,1,,चिरात् अन्योन्यदर्शनप्राप्तविक्रमावसरम् रामरावणयोर्युद्धं - चरितार्थमिवाभवत् - -,दीर्घ_से विक्रम-अवसर_को - युद्ध अर्थ_में जैसे ध्_भू1_प्प्_स्क्या,- - - - - - -
12,088,1,,ह्ययथापूर्वो - - धनदानुजः भुजमूर्धोरुबाहुल्यादेकोऽपि मातृवंश स्थितः इव ददृशे,अयथापूर्व एक भी धन-दानु हाथ-मूर्धोरु-बहुतायत_से - स्थित जैसे -,- - - - - - - - -
12,089,1,,जेतारं लोकपालानां स्वमुखैरर्चितेश्वरं … रामस्तुलितकैलासमरातिं … … बह्वमन्यत …,"जीतने वाला, विजेता  अष्ट दिक्पालों_को अपने मुखों_के द्वारा इश्वर (शिव) की अर्चना करने वाले (शत्रु रावण को) राम_ने कैलास पर्वत_को उठाने वाले (रावण) अराति_को (शत्रु रावण को) अधिक मान किया","The one who conquered (the Guardians of the world's quarters, i.e., Indra, etc.) Guardians of the world’s quarters (Indra, etc.)  by (offering) his own heads  The one who worshiped Lord Shiva (by offering his own heads) Rama (Lord Rama) The one who lifted Mount Kailasa  enemy highly regarded"
12,090,1,,… पौलस्त्यः स्फुरति सीतासंगमशंसिनि सव्येतरे तस्य भुजे शरं निचखानाधिकक्रोधः,"अति क्रोधित, बहुत कुपित  पौलस्त्य_ने धड़कने वाला, किञ्चित फड़कने वाला (हाथ / भुजा) सीता के साथ संगम का शकुन बताने वाला, भविष्य कथन करने वाला (हाथ / भुजा) वह जो बायाँ (हाथ) नहीं, अर्थात दायाँ हाथ  उसके (भगवान श्री राम के) हाथ_में बाण_को नि_खन्1_प्प्_स्क्या; घुसा दिया (जमाना, स्थिर करना, घुसेड़ना, घुसा देना)","furious, infuriated Ravana  twitching, throbbing (which was a good omen foretelling His meeting with His wife, Sita) foretelling His meeting with Sita,  prognosticated  one whose other was the left, meaning right (arm) His (Lord Rama's) into the arm arrow drove deep, dug deep"
12,091,1,,रामास्तः - रावणस्यापि - हृदयमाशुगः भित्वा - प्रियम् - इव भुवमाख्यातुमुरगेभ्य विवेश,- आशुग रावण_की भी हृदय - उरगों_को प्रिय_को - जैसे भू_को अन्दर_प्रवेश_किया,- - - - - - - - - - - -
12,092,1,,- वचसैव - - निघ्नतोः तयोर्वाक्यमस्त्रमस्त्रेण वादिनोरिव - अन्योन्य-जय-संरम्भः ववृधे - (-),वाक्य वचन_से अस्त्र_को अस्त्र_से समूल_नष्ट_करते_हुए उनमें वादी_में जैसे परस्पर वृध्1_अप्_स्क्या - समूल_नष्ट_करते_हुए,- - - - - - - - - - - -
12,093,1,,जयश्रीरन्तरा विक्रमव्यतिहारेण - - - वेदिर्मत्तवारणयोरिव - - सामान्याऽभूद्द्वयोरपि - (-),- अदल-बदल_से दो_की भी - विवाह_करने_वाला मदवाला_हाथियों_के जैसे सामान्य हुए -,- - - - - - - - - - -
12,094,1,,कृतप्रतिकृतप्रीतैस्तयोर्मुक्तां सुरासुरैः - - पुष्पवृष्टिम् परस्परशरव्राताः न सेहिरे,- आसुर उनका मुक्त_को बारीश_को समुदाय नहीं षह्1_अप्_स्क्या,- - - - - - - -
12,095,1,,- रक्षः अयःशङ्कुचिताम् शतघ्नीमथ हृताम् वैवस्वतस्येव कूटशाल्मलिमक्षिपत् - शत्रवे -,अथरक्षः- - - शस्त्र_को - - जालसाजी-शाल्मलि_को जैसे शत्रु_को फेका,- - - - - - - - - -
12,096,1,,राघवो रथमप्राप्तां - तामाशां सुरद्विषाम् - च अर्धचन्द्रमुखैर्बाणैश्चिच्छेद - कदलीसुखम् -,रघुवंशी_ने रथ अ-प्राप्त_हुईं_हुईं उस विषों_की आशा_को भी मुखों_से बाणों_से केले-सुखा ध्_छिद्1_प्प्_स्क्या,- - - - - - - - - - -
12,097,1,,- प्रियाशोकशल्यनिष्कर्षणौषधम् अमोघम् ब्राह्म्मस्त्रम् चास्मै - धनुष्येकधनुर्धरः सन्दधे,धनुर्धारी औषधी रूप अचूक पवित्र अस्त्रम इसको और धनुष में स्थापना किया,- - - - - - - -
12,098,1,,तद्व्योम्नि शतधा भिन्नम् दीप्तिमन्मुखम् - करालफलमण्डलम् - वपुर्महोरगस्येव - ददृशे,आकाश में सौ प्रकार से भिन्न हुआ मुखवाला वह (ब्राह्म्मस्त्र) फणामण्डलवाले नाग के शरीर के समान दिखाई दिया,- - - - - - - - - -
12,099,1,,स मन्त्रप्रयुक्तेन तेन - रावणशिरःपङ्क्तिमज्ञातव्रणवेदनाम् निमेषार्धादपातयत् -,वह मन्त्र-योग्य_हुआ_हुआ उससे अज्ञात-घाव-वेदन श्रेणी_को निमेष-आधे_से गिरा_दिया,- - - - - - -
12,100,1,,बालार्कप्रतिमेवाप्सु - (रराज) - वीचिभिन्ना पतिष्यतः रक्षःकायस्य कण्ठच्छेदपरम्परा रराज,बाल जैसे चमकी पानी_में लहर-भिन्न गिरेंगे रक्षः-शरीर_की गला-छेद-परम्परा चमकी,- - - - - - - - -
12,103,1,,यन्ता हरेः सपदि संहृतकार्मुकज्यमापृच्छ्य राघवमनुष्ठितदेवकार्यम् - - नामाङ्करावणशराङ्कितकेतुयष्टिमूर्ध्वं हरिसहस्रयुजम् रथम् - निनाय,निदेशक हरि_से तुरन्त - किया_गया-धार्मिक_कार्य रघुवंशी_को - नामाङ्क-रावण-सराङ्कित-केतुयष्टि_को हरि-हजार-यु_को रथ_को ऊँची ले_गया,- - - - - - - - - - - -
13,001,1,,वैदेहि - मत्सेतुना - - फेनिलम्म्बुराशिम् छायापथेनेव (-) शरत्प्रसन्नमाकाशमाविष्कृतचारुतारम् - - - पश्यऽऽमलयाद्विभक्तम् - - रामाभिधानो - सः हरिरित्युवाच शब्दगुणम्गुणज्ञ्यः अथात्मनः - विमानेन पदंविगाहमानः रत्नाकरं वीक्ष्य जायां - मिथउवाच,"हे-सीते आ-मलय_से मत्-सेतु_के_द्वारा बांटा_हुए - फेनिलम्-अम्बुराशि_को छायापथ_से बांटा_हुए शरद् मौसम मे, शान्ति से रुचिकर-तारम्-आकाश_को - जैसे देखो ऐसा - राम-अभि-धान - वह हरि शब्द-गुणं-गुणज्ञ अथ-आत्मा_के - विमान_से पदं-वि- रत्नाकर_को, समुद्र को वि_ईक्ष्1_कर, देखकर पत्नी से - गुप्त मे बोला","He Sita as far as Mt. Malaya by my bridge divided  - bubbly ocean the Milky way divides  in autumn, calmly skies bright with stars - as  see in this way - named as Rama - He Hari which has sound as its quality, all knowing one then, as his own - by the aircraft terra firma, one who is flying treasure of jewels-ocean on seeing to his wife - spoke in private"
13,002,1,,वैदेहि - मत्सेतुना - - फेनिलम्म्बुराशिम् छायापथेनेव (-) शरत्प्रसन्नमाकाशमाविष्कृतचारुतारम् - - - पश्यऽऽमलयाद्विभक्तम् - - रामाभिधानो - सः हरिरित्युवाच शब्दगुणम्गुणज्ञ्यः अथात्मनः - विमानेन पदंविगाहमानः रत्नाकरं वीक्ष्य जायां - मिथउवाच,"हे-सीते आ-मलय_से मत्-सेतु_के_द्वारा बांटा_हुए - फेनिलम्-अम्बुराशि_को छायापथ_से बांटा_हुए शरद् मौसम मे, शान्ति से रुचिकर-तारम्-आकाश_को - जैसे देखो ऐसा - राम-अभि-धान - वह हरि शब्द-गुणं-गुणज्ञ अथ-आत्मा_के - विमान_से पदं-वि- रत्नाकर_को, समुद्र को वि_ईक्ष्1_कर, देखकर पत्नी से - गुप्त मे बोला","He Sita as far as Mt. Malaya by my bridge divided  - bubbly ocean the Milky way divides  in autumn, calmly skies bright with stars - as  see in this way - named as Rama - He Hari which has sound as its quality, all knowing one then, as his own - by the aircraft terra firma, one who is flying treasure of jewels-ocean on seeing to his wife - spoke in private"
13,003,1,,गुरोर्यियक्षोः - मेध्ये तुरङ्गे कपिलेन रसातलम्संक्रमिते - (-) तदर्थमुर्वीमवधारयभ्दिः नः पूर्वैः - - - - (-) किलायम्परिवर्धितो,यज्ञ करने की इच्छावाले गुरु सगर के अश्वमेधीय घोडे  कपिलमुनि द्वारा पाताल लोक में बाँधलिये जाते ही उसी समय उस (घोडे) केलिए हमारा पूर्वजों के द्वारा भूमि खोदे हुए यह (समुन्दर) बना हुआ है कथित तौर पर,anxious to complete the sacrifice of their father Sagara sacrificial  steed by Kapila rishi. to nether world it has been taken away when in search of that our ancestors this earth excavated this developed (into an ocean) exists It is said
13,004,1,,- - गर्भम्दधत्यर्कमरीचयोऽस्मात् -,सूर्य का किरणें इस (समुद्र) से जलरूपगर्भ को धारण करती हैं।,the rays of the sun from this (ocean) watery foetus hold
13,004,2,,- वसूनि विवृद्धिमत्राश्नुवते -,यहाँ धन विवृद्धि प्राप्त करते हैं।,Here  the marine treasures increase in (their) values obtain
13,004,3,,- अबिन्धनम्वह्निमसौ - बिभर्ति,इस में पानी ईंधन अगनी(वडवानल) को पालन करता है।,In this  water-fuel required for (vadava) fire (the ocean) bears
13,004,4,,- प्रह्लादनम्ज्योतिरजनियनेन - -,समुद्र से आनन्ददायक प्रकाश देनेवाला चन्द्र उत्पन्न हुआ,from this (ocean) gladdening brightness produces (Moon) took birth
13,005,1,,तां तामवस्थां - प्रतिपद्यमानं - दश दिशो महिम्ना व्याप्य स्थितं विष्णोरिवास्यानवधारणीयमीदृक्तया (-) - - रूपमियत्तया - (-) - - वा,तां तां अवस्था प्रति-पद्यमानं-गौरव_से - - व्याप्त_हो_कर - स्थित विष्णु_का - जैसे इसका - अ-मापा_हुआ अस्2_प्प्_स्क्ता_है ईदृक्_से_इयत्ता_से इयत्ता_से वा,"Those Those State of existance Acquiring by its greatness - - Ten,Quarters on expanding - Its Vishnu Form As with Its(Ocean) Form Not understandable - It will be like this It will be this much Or"
13,006,1,,- - लोकान्पुरुषोऽधिशेते संहृत्य नाभिप्ररूढाअम्बुरुहआसनेन प्रथमेन धात्रा सम्स्तूयमानः अमूम्युगअन्तोचितयोगनिद्रः -,युग-अन्त पुरुष लोक समेट_ले_कर नाभ्_में प्रथम विधाता_से सम्- अदस् सोता_है,End of an era Such Vishnu World Withdrawing into himself From his Naval Who is the first by such Brahma by Brahma being worshipped on this ocean he reposes
13,007,1,,पक्षच्छिदा गोत्रभिदात्तगन्धाः - शतशोमहीध्राः - शरण्यमेनं - - परेभ्यो - नृपाः धर्मोतरम् मध्यककाश्रयन्ते इवोपप्लविनः (-),पक्षच्छिद्_से गोत्र-भिद् आत्त-गन्ध शतशः-पहाड़ - शरण्यम्-इसमें - आश्रय_लेते_हैं पर_से उपप्लविन्_के राजा धर्म-उत्तर मध्यम_को जैसे आश्रय_लेते_हैं,Who cuts the Wings By Such  Indra taken away the pride Hundereds of Mountains - Shelter under the Occean - Taken refuge  By Enemies Harassed Kings Just and righteous Neutral Like Taken refuge
13,008,1,,पुंसा - रसातलादादिभवेन  प्रयुक्तोद्वहनक्रियायाः भुवः प्रलयप्रवृद्धं अस्याच्छमम्भः - - मुहूर्तवक्त्राभरणं बभूव,आदिभवेन-पुम्स्_के_द्वारा - रसातल_से क्रिया भू_से प्रवृद्ध-ण्थ्या_हुआ इसका स्वच्छ - मुहूर्त-मुख-आभरण हुआ,Adi_VaraHa(Vishnu In Boar Incarnation) - From nether world(Pathala ) Up lifting the Earth The Earth Up-serged Such Water Clear Water Facial Ornament Became
13,009,1,,अनन्यसामान्यकलत्रवृत्तिः तरङ्गाधरदानदक्षः - मुखार्पणेषु प्रकृतिप्रगल्भाः सिन्धूः स्वयं पिबत्यसौ पाययते च,अनन्य-सामान्य-पत्नी-वृत्ति लहर-निचला होठ दान कुशल अदस् मुखा-अर्पणों_में प्रकृति-प्रगल्भाओं_को सागर खुद पीता_है - और,Mode of enjoying wife is different from that of others clever in offering his lips of waves this offering their (rivers) mouths naturally bold (rivers) ocean himself drinks causes them (rivers) to drink and
13,010,1,,अमी शिरोभिस्तिमयः विवृताननत्वात् नदीमुखाम्भः - ससत्त्वमादाय संमीलयन्तो सरन्ध्रैरुर्ध्वं शिरोभिस्तिमयः जलप्रवाहान् - वितन्वन्ति,अदस् तिमि विवृत्-आनन_से ले_कर - जीवन_शक्ति_से_युक्त_को ण्थ्ते_हुए स-विवर शिरों_से जल-प्रवाह - वि_तन्1_प्प्_स्क्ते_हैं,These in front whales on account of their mouth being open having taken water at the mouth of the river - alongwith aquatic creatures close (their open mouth) (and)through the holes in their heads streams of water  - (the whales) toss/spray upwards
13,011,1,,सहसोत्पतद्भिर्भिन्नान्द्विधा - मातङ्गनक्रैः - - समुद्रफेनान् पश्य ये एषाम् कपोलसंसर्पितया कर्णक्षणचामरत्वम् व्रजन्ति,सहस - हाथी-नक्रों_से दो_भाग - फेन_को ध्_दृश्1_प्प्_स्क्यें जो एष_को गाल-ण्थ्या_हुई - ध्_व्रज्1_प्प्_स्क्ते_हैं,suddenly rise and fall giant crocodiles split into two - sea foam see sea foam giant crocodile cheeka touching  momentarily ear like fan moving
13,011,2,,कपोलसंसर्पितया ये एषाम् व्रजन्ति कर्णक्षणचामरत्वम्,गाल-ण्थ्या_हुई जो एष_को ध्_व्रज्1_प्प्_स्क्ते_हैं -,cheeka touching  sea foam giant crocodile moving momentarily ear like fan
13,012,1,,वेलानिलाय प्रसृताः भुजङ्गाः  महोर्मि सूर्यांशु व्यज्यन्ते एते मणिभिः फणस्थैः,समय-वायु_को - साँप महान्-ऊर्मि_को सूर्य-अंशु_को वि_अन्ज्1_अप्_स्क्_जाते_हैं - मणियों_से फण-स्थित_से,sea shore wind came out of snakes great waves sun rays - these mani gems on snake hood
13,013,1,,ऊर्ध्वाङ्कूरप्रोतमुखं शङ्खयूथम् पर्यस्तमेतत्सहसोर्मिवेगात् - पर्यस्तमेतत्सहसोर्मिवेगात् पर्यस्तमेतत्सहसोर्मिवेगात् विद्रुमेषु तवाधरस्पर्धिषु - कथंचित्क्लेशादपक्रामति - -,ऊर्ध्व-अङ्कूर-मुख शङ्ख-समूह ण्थ्या_हुआ - एतत्-अचानक ऊर्मि-वेग_से मूँगेओं_में तव-निचला_होठ-स्पर्धिन् - किसी_तरह_से_हो क्लेश_से अप_क्रम्1_प्प्_स्क्ता_है,with their heads transfixed at their jutting points shoal/heap of conch shells dash - this sudden/powerful from force of waves in the reefs of corals that vie with thy lips - somehow from difficulty glide away
13,014,1,,- समुद्रः पयांसि पातुमावर्तवेगाद्भ्रमता प्रवृत्तमात्रेण - - घनेन गिरिणेव भूयः प्रमथ्यमानो - भूयिष्ठमयं  आभाति,यह समुद्र पानी पीने के लिये जैसे ही शुरू किया एक बवंडर की गति के साथ घूमनेवाली बादलों के कारण पर्वत से(मन्द्राचल्) फिर से मंथन किया हुआ जैसे बहुतायत लग रहा है।,This ocean water to drink even as started with the speed of a whirlwind spinning because of the clouds with the mountain(Mandara) again being churned like very much appears
